fold,train_r2,val_r2,val_rmse,val_mae,intercept,alpha,beta,gamma,delta
1,0.290136685851903,0.143572624989724,0.511552677995386,0.39285335996489484,1.0507966771074493,0.0953742793590269,0.022152617004857128,-0.2577511462163512,0.23605247628126563
2,0.1561835977670628,0.2567597016111387,0.3267710582842935,0.25441317468526686,1.1666162253979975,0.14320936401218834,-0.04839509615795996,-0.22589237470626553,0.1793987295138466
